Sector,Indicator,Unit,Entity,Year,Variable,CO
Electricity,Electricity emissions intensity,gCO2 / kWh,AR,2030,projected_current_policy_min,145
Electricity,Electricity emissions intensity,gCO2 / kWh,AU,2030,projected_current_policy_min,616
Electricity,Electricity emissions intensity,gCO2 / kWh,BR,2030,projected_current_policy_min,60.3
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2030,projected_current_policy_min,56
Electricity,Electricity emissions intensity,gCO2 / kWh,CL,2030,projected_current_policy_min,356
Electricity,Electricity emissions intensity,gCO2 / kWh,CN,2030,projected_current_policy_min,585
Electricity,Electricity emissions intensity,gCO2 / kWh,EU,2030,projected_current_policy_min,203
Electricity,Electricity emissions intensity,gCO2 / kWh,FR,2030,projected_current_policy_min,15.8
Electricity,Electricity emissions intensity,gCO2 / kWh,DE,2030,projected_current_policy_min,445
Electricity,Electricity emissions intensity,gCO2 / kWh,IN,2030,projected_current_policy_min,612
Electricity,Electricity emissions intensity,gCO2 / kWh,ID,2030,projected_current_policy_min,668
Electricity,Electricity emissions intensity,gCO2 / kWh,IT,2030,projected_current_policy_min,291
Electricity,Electricity emissions intensity,gCO2 / kWh,JP,2030,projected_current_policy_min,395
Electricity,Electricity emissions intensity,gCO2 / kWh,MX,2030,projected_current_policy_min,317
Electricity,Electricity emissions intensity,gCO2 / kWh,RU,2030,projected_current_policy_min,1190
Electricity,Electricity emissions intensity,gCO2 / kWh,ZA,2030,projected_current_policy_min,736
Electricity,Electricity emissions intensity,gCO2 / kWh,KR,2030,projected_current_policy_min,397
Electricity,Electricity emissions intensity,gCO2 / kWh,GB,2030,projected_current_policy_min,146
Electricity,Electricity emissions intensity,gCO2 / kWh,US,2030,projected_current_policy_min,410
Electricity,Electricity renewable intensity,% renewables,AR,2030,projected_current_policy_min,0.49
Electricity,Electricity renewable intensity,% renewables,AU,2030,projected_current_policy_min,0.314
Electricity,Electricity renewable intensity,% renewables,BR,2030,projected_current_policy_min,0.752
Electricity,Electricity renewable intensity,% renewables,CA,2030,projected_current_policy_min,0.699
Electricity,Electricity renewable intensity,% renewables,CL,2030,projected_current_policy_min,0.56
Electricity,Electricity renewable intensity,% renewables,CN,2030,projected_current_policy_min,0.281
Electricity,Electricity renewable intensity,% renewables,EU,2030,projected_current_policy_min,0.425
Electricity,Electricity renewable intensity,% renewables,DE,2030,projected_current_policy_min,0.577
Electricity,Electricity renewable intensity,% renewables,IN,2030,projected_current_policy_min,0.204
Electricity,Electricity renewable intensity,% renewables,ID,2030,projected_current_policy_min,0.177
Electricity,Electricity renewable intensity,% renewables,IT,2030,projected_current_policy_min,0.418
Electricity,Electricity renewable intensity,% renewables,JP,2030,projected_current_policy_min,0.223
Electricity,Electricity renewable intensity,% renewables,MX,2030,projected_current_policy_min,0.314
Electricity,Electricity renewable intensity,% renewables,RU,2030,projected_current_policy_min,0.188
Electricity,Electricity renewable intensity,% renewables,SA,2030,projected_current_policy_min,0.041
Electricity,Electricity renewable intensity,% renewables,ZA,2030,projected_current_policy_min,0.172
Electricity,Electricity renewable intensity,% renewables,KR,2030,projected_current_policy_min,0.0468
Electricity,Electricity renewable intensity,% renewables,TR,2030,projected_current_policy_min,0.4
Electricity,Electricity renewable intensity,% renewables,GB,2030,projected_current_policy_min,0.407
Electricity,Electricity renewable intensity,% renewables,US,2030,projected_current_policy_min,0.224
Electricity,Renewable energy generation (index),1990 value normalised to 1,AR,2030,projected_current_policy_min,5.38
Electricity,Renewable energy generation (index),1990 value normalised to 1,AU,2030,projected_current_policy_min,5.93
Electricity,Renewable energy generation (index),1990 value normalised to 1,BR,2030,projected_current_policy_min,124
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2030,projected_current_policy_min,1.62
Electricity,Renewable energy generation (index),1990 value normalised to 1,CN,2030,projected_current_policy_min,20.9
Electricity,Renewable energy generation (index),1990 value normalised to 1,EU,2030,projected_current_policy_min,4.8
Electricity,Renewable energy generation (index),1990 value normalised to 1,DE,2030,projected_current_policy_min,17.4
Electricity,Renewable energy generation (index),1990 value normalised to 1,IN,2030,projected_current_policy_min,8.96
Electricity,Renewable energy generation (index),1990 value normalised to 1,ID,2030,projected_current_policy_min,11.9
Electricity,Renewable energy generation (index),1990 value normalised to 1,IT,2030,projected_current_policy_min,3.69
Electricity,Renewable energy generation (index),1990 value normalised to 1,JP,2030,projected_current_policy_min,1.22
Electricity,Renewable energy generation (index),1990 value normalised to 1,MX,2030,projected_current_policy_min,4.87
Electricity,Renewable energy generation (index),1990 value normalised to 1,RU,2030,projected_current_policy_min,1.4
Electricity,Renewable energy generation (index),1990 value normalised to 1,ZA,2030,projected_current_policy_min,40.1
Electricity,Renewable energy generation (index),1990 value normalised to 1,KR,2030,projected_current_policy_min,4.97
Electricity,Renewable energy generation (index),1990 value normalised to 1,GB,2030,projected_current_policy_min,21.3
Electricity,Renewable energy generation (index),1990 value normalised to 1,US,2030,projected_current_policy_min,2.79
Forestry,Forestry activity,ha of forest (indexed to 1990),AR,2030,projected_current_policy_min,0.747
Forestry,Forestry activity,ha of forest (indexed to 1990),BR,2030,projected_current_policy_min,0.889
Forestry,Forestry activity,ha of forest (indexed to 1990),CA,2030,projected_current_policy_min,1
Forestry,Forestry activity,ha of forest (indexed to 1990),ID,2030,projected_current_policy_min,0.48
Forestry,Forestry activity,ha of forest (indexed to 1990),JP,2030,projected_current_policy_min,0.997
Forestry,Forestry activity,ha of forest (indexed to 1990),MX,2030,projected_current_policy_min,0.866
Forestry,Forestry activity,ha of forest (indexed to 1990),RU,2030,projected_current_policy_min,1.02
Forestry,Forestry activity,ha of forest (indexed to 1990),ZA,2030,projected_current_policy_min,1.02
Forestry,Forestry activity,ha of forest (indexed to 1990),KR,2030,projected_current_policy_min,0.995
Forestry,Forestry activity,ha of forest (indexed to 1990),US,2030,projected_current_policy_min,0.937
Forestry,Forestry activity,ha of forest (indexed to 1990),FR,2030,projected_current_policy_min,1.09
Forestry,Forestry activity,ha of forest (indexed to 1990),IT,2030,projected_current_policy_min,1.4
Industry: Cement,Cement activity,t product / cap,BR,2030,projected_current_policy_min,0.464
Industry: Cement,Cement activity,t product / cap,CN,2030,projected_current_policy_min,1.25
Industry: Cement,Cement activity,t product / cap,IN,2030,projected_current_policy_min,0.333
Industry: Cement,Cement activity,t product / cap,JP,2030,projected_current_policy_min,0.425
Industry: Cement,Cement activity,t product / cap,DE,2030,projected_current_policy_min,0.389
Industry: Cement,Cement activity,t product / cap,IT,2030,projected_current_policy_min,0.451
Industry: Cement,Cement emissions intensity,kg CO2 / t product,BR,2030,projected_current_policy_min,465
Industry: Steel,Steel activity,t product / cap,BR,2030,projected_current_policy_min,0.271
Industry: Steel,Steel activity,t product / cap,CN,2030,projected_current_policy_min,0.503
Industry: Steel,Steel activity,t product / cap,JP,2030,projected_current_policy_min,0.985
Industry: Steel,Steel activity,t product / cap,DE,2030,projected_current_policy_min,0.551
Industry: Steel,Steel activity,t product / cap,FR,2030,projected_current_policy_min,0.292
Industry: Steel,Steel activity,t product / cap,IT,2030,projected_current_policy_min,0.382
Macro,Emissions per capita,tCO2e / cap,AR,2030,projected_current_policy_min,9.56
Macro,Emissions per capita,tCO2e / cap,AU,2030,projected_current_policy_min,19.4
Macro,Emissions per capita,tCO2e / cap,BR,2030,projected_current_policy_min,5.25
Macro,Emissions per capita,tCO2e / cap,CA,2030,projected_current_policy_min,16.3
Macro,Emissions per capita,tCO2e / cap,CL,2030,projected_current_policy_min,7.23
Macro,Emissions per capita,tCO2e / cap,CN,2030,projected_current_policy_min,8.17
Macro,Emissions per capita,tCO2e / cap,CR,2030,projected_current_policy_min,3.38
Macro,Emissions per capita,tCO2e / cap,EU,2030,projected_current_policy_min,6.52
Macro,Emissions per capita,tCO2e / cap,IN,2030,projected_current_policy_min,2.98
Macro,Emissions per capita,tCO2e / cap,ID,2030,projected_current_policy_min,5.92
Macro,Emissions per capita,tCO2e / cap,JP,2030,projected_current_policy_min,9.03
Macro,Emissions per capita,tCO2e / cap,KZ,2030,projected_current_policy_min,17.8
Macro,Emissions per capita,tCO2e / cap,MX,2030,projected_current_policy_min,5.92
Macro,Emissions per capita,tCO2e / cap,NO,2030,projected_current_policy_min,7.96
Macro,Emissions per capita,tCO2e / cap,RU,2030,projected_current_policy_min,19.7
Macro,Emissions per capita,tCO2e / cap,SA,2030,projected_current_policy_min,24.6
Macro,Emissions per capita,tCO2e / cap,ZA,2030,projected_current_policy_min,10.9
Macro,Emissions per capita,tCO2e / cap,KR,2030,projected_current_policy_min,13.8
Macro,Emissions per capita,tCO2e / cap,CH,2030,projected_current_policy_min,4.44
Macro,Emissions per capita,tCO2e / cap,TR,2030,projected_current_policy_min,10.9
Macro,Emissions per capita,tCO2e / cap,US,2030,projected_current_policy_min,17.4
Macro,Emissions per capita,tCO2e / cap,DE,2030,projected_current_policy_min,8.71
Macro,Emissions per capita,tCO2e / cap,FR,2030,projected_current_policy_min,4.78
Macro,Emissions per capita,tCO2e / cap,IT,2030,projected_current_policy_min,6.12
Macro,Emissions per capita,tCO2e / cap,GB,2030,projected_current_policy_min,5.71
Macro,Primary energy demand per capita,GJ (primary) / cap,AU,2030,projected_current_policy_min,249
Macro,Primary energy demand per capita,GJ (primary) / cap,BR,2030,projected_current_policy_min,65.5
Macro,Primary energy demand per capita,GJ (primary) / cap,CA,2030,projected_current_policy_min,308
Macro,Primary energy demand per capita,GJ (primary) / cap,CL,2030,projected_current_policy_min,88.7
Macro,Primary energy demand per capita,GJ (primary) / cap,CN,2030,projected_current_policy_min,114
Macro,Primary energy demand per capita,GJ (primary) / cap,EU,2030,projected_current_policy_min,115
Macro,Primary energy demand per capita,GJ (primary) / cap,IN,2030,projected_current_policy_min,43.2
Macro,Primary energy demand per capita,GJ (primary) / cap,ID,2030,projected_current_policy_min,61
Macro,Primary energy demand per capita,GJ (primary) / cap,JP,2030,projected_current_policy_min,142
Macro,Primary energy demand per capita,GJ (primary) / cap,MX,2030,projected_current_policy_min,64.3
Macro,Primary energy demand per capita,GJ (primary) / cap,RU,2030,projected_current_policy_min,224
Macro,Primary energy demand per capita,GJ (primary) / cap,SA,2030,projected_current_policy_min,394
Macro,Primary energy demand per capita,GJ (primary) / cap,ZA,2030,projected_current_policy_min,108
Macro,Primary energy demand per capita,GJ (primary) / cap,KR,2030,projected_current_policy_min,232
Macro,Primary energy demand per capita,GJ (primary) / cap,US,2030,projected_current_policy_min,269
Macro,Primary energy demand per capita,GJ (primary) / cap,DE,2030,projected_current_policy_min,131
Macro,Primary energy demand per capita,GJ (primary) / cap,FR,2030,projected_current_policy_min,138
Macro,Primary energy demand per capita,GJ (primary) / cap,IT,2030,projected_current_policy_min,92.8
Macro,Primary energy demand per capita,GJ (primary) / cap,GB,2030,projected_current_policy_min,110
Macro,Final energy demand per capita,GJ (final) / cap,AU,2030,projected_current_policy_min,141
Macro,Final energy demand per capita,GJ (final) / cap,BR,2030,projected_current_policy_min,50.9
Macro,Final energy demand per capita,GJ (final) / cap,CA,2030,projected_current_policy_min,224
Macro,Final energy demand per capita,GJ (final) / cap,CL,2030,projected_current_policy_min,81.6
Macro,Final energy demand per capita,GJ (final) / cap,CN,2030,projected_current_policy_min,75
Macro,Final energy demand per capita,GJ (final) / cap,EU,2030,projected_current_policy_min,84.1
Macro,Final energy demand per capita,GJ (final) / cap,IN,2030,projected_current_policy_min,28.7
Macro,Final energy demand per capita,GJ (final) / cap,ID,2030,projected_current_policy_min,40.1
Macro,Final energy demand per capita,GJ (final) / cap,JP,2030,projected_current_policy_min,91.8
Macro,Final energy demand per capita,GJ (final) / cap,MX,2030,projected_current_policy_min,44.1
Macro,Final energy demand per capita,GJ (final) / cap,RU,2030,projected_current_policy_min,144
Macro,Final energy demand per capita,GJ (final) / cap,SA,2030,projected_current_policy_min,328
Macro,Final energy demand per capita,GJ (final) / cap,ZA,2030,projected_current_policy_min,59
Macro,Final energy demand per capita,GJ (final) / cap,KR,2030,projected_current_policy_min,145
Macro,Final energy demand per capita,GJ (final) / cap,US,2030,projected_current_policy_min,186
Macro,Final energy demand per capita,GJ (final) / cap,DE,2030,projected_current_policy_min,90.3
Macro,Final energy demand per capita,GJ (final) / cap,FR,2030,projected_current_policy_min,73.2
Macro,Final energy demand per capita,GJ (final) / cap,IT,2030,projected_current_policy_min,75.5
Macro,Final energy demand per capita,GJ (final) / cap,GB,2030,projected_current_policy_min,76
Macro,GDP per capita,thousand USD2012 (PPP) / cap,AU,2030,projected_current_policy_min,56.9
Macro,GDP per capita,thousand USD2012 (PPP) / cap,BR,2030,projected_current_policy_min,17.8
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CA,2030,projected_current_policy_min,46.6
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CL,2030,projected_current_policy_min,30.9
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CN,2030,projected_current_policy_min,27.7
Macro,GDP per capita,thousand USD2012 (PPP) / cap,EU,2030,projected_current_policy_min,43.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,IN,2030,projected_current_policy_min,14.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,ID,2030,projected_current_policy_min,19
Macro,GDP per capita,thousand USD2012 (PPP) / cap,JP,2030,projected_current_policy_min,44.9
Macro,GDP per capita,thousand USD2012 (PPP) / cap,MX,2030,projected_current_policy_min,23.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,RU,2030,projected_current_policy_min,33.7
Macro,GDP per capita,thousand USD2012 (PPP) / cap,SA,2030,projected_current_policy_min,103
Macro,GDP per capita,thousand USD2012 (PPP) / cap,ZA,2030,projected_current_policy_min,16.3
Macro,GDP per capita,thousand USD2012 (PPP) / cap,KR,2030,projected_current_policy_min,48.8
Macro,GDP per capita,thousand USD2012 (PPP) / cap,TR,2030,projected_current_policy_min,31.7
Macro,GDP per capita,thousand USD2012 (PPP) / cap,US,2030,projected_current_policy_min,66
Macro,GDP per capita,thousand USD2012 (PPP) / cap,DE,2030,projected_current_policy_min,51.8
Macro,GDP per capita,thousand USD2012 (PPP) / cap,FR,2030,projected_current_policy_min,44.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,IT,2030,projected_current_policy_min,37.3
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),AU,2030,projected_current_policy_min,0.341
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,2030,projected_current_policy_min,0.295
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CA,2030,projected_current_policy_min,0.349
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CL,2030,projected_current_policy_min,0.234
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CN,2030,projected_current_policy_min,0.295
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),EU,2030,projected_current_policy_min,0.15
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),IN,2030,projected_current_policy_min,0.212
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),ID,2030,projected_current_policy_min,0.312
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),JP,2030,projected_current_policy_min,0.201
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),MX,2030,projected_current_policy_min,0.256
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),RU,2030,projected_current_policy_min,0.586
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),SA,2030,projected_current_policy_min,0.267
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),ZA,2030,projected_current_policy_min,0.666
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),KR,2030,projected_current_policy_min,0.283
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),TR,2030,projected_current_policy_min,0.345
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),US,2030,projected_current_policy_min,0.264
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),DE,2030,projected_current_policy_min,0.168
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),FR,2030,projected_current_policy_min,0.132
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),IT,2030,projected_current_policy_min,0.145
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),AU,2030,projected_current_policy_min,4.37
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,2030,projected_current_policy_min,3.68
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CA,2030,projected_current_policy_min,6.62
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CL,2030,projected_current_policy_min,2.87
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CN,2030,projected_current_policy_min,4.13
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),EU,2030,projected_current_policy_min,2.64
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),IN,2030,projected_current_policy_min,3.06
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),ID,2030,projected_current_policy_min,3.21
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),JP,2030,projected_current_policy_min,3.17
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),MX,2030,projected_current_policy_min,2.78
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),RU,2030,projected_current_policy_min,6.65
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),SA,2030,projected_current_policy_min,3.81
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),ZA,2030,projected_current_policy_min,6.58
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),KR,2030,projected_current_policy_min,4.76
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),US,2030,projected_current_policy_min,4.07
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),DE,2030,projected_current_policy_min,2.53
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),FR,2030,projected_current_policy_min,3.11
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),IT,2030,projected_current_policy_min,2.59
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AU,2030,projected_current_policy_min,2.49
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,2030,projected_current_policy_min,2.86
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),CA,2030,projected_current_policy_min,4.81
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),CL,2030,projected_current_policy_min,2.64
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),CN,2030,projected_current_policy_min,2.71
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2030,projected_current_policy_min,1.94
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2030,projected_current_policy_min,2.04
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2030,projected_current_policy_min,2.11
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2030,projected_current_policy_min,2.05
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2030,projected_current_policy_min,1.9
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),RU,2030,projected_current_policy_min,4.26
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),SA,2030,projected_current_policy_min,3.17
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ZA,2030,projected_current_policy_min,3.61
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KR,2030,projected_current_policy_min,2.97
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,2030,projected_current_policy_min,2.82
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,2030,projected_current_policy_min,1.74
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,2030,projected_current_policy_min,2.07
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,2030,projected_current_policy_min,2.05
Macro,Emissions intensity of energy,tCO2 / TJ (primary),BR,2030,projected_current_policy_min,33.9
Macro,Emissions intensity of energy,tCO2 / TJ (primary),CA,2030,projected_current_policy_min,50.3
Macro,Emissions intensity of energy,tCO2 / TJ (primary),CL,2030,projected_current_policy_min,63
Macro,Emissions intensity of energy,tCO2 / TJ (primary),CN,2030,projected_current_policy_min,64.4
Macro,Emissions intensity of energy,tCO2 / TJ (primary),IN,2030,projected_current_policy_min,54.2
Macro,Emissions intensity of energy,tCO2 / TJ (primary),ID,2030,projected_current_policy_min,66.8
Macro,Emissions intensity of energy,tCO2 / TJ (primary),JP,2030,projected_current_policy_min,55
Macro,Emissions intensity of energy,tCO2 / TJ (primary),SA,2030,projected_current_policy_min,62.7
Macro,Emissions intensity of energy,tCO2 / TJ (primary),ZA,2030,projected_current_policy_min,65.1
Macro,Emissions intensity of energy,tCO2 / TJ (primary),KR,2030,projected_current_policy_min,46.1
Macro,Emissions intensity of energy,tCO2 / TJ (primary),DE,2030,projected_current_policy_min,57.6
Macro,Emissions intensity of energy,tCO2 / TJ (primary),FR,2030,projected_current_policy_min,29.2
Macro,Emissions intensity of energy,tCO2 / TJ (primary),IT,2030,projected_current_policy_min,51.8
Macro,Emissions intensity of energy,tCO2 / TJ (primary),GB,2030,projected_current_policy_min,41.1
Macro,Fossil fuel share,% fossil fuels,BR,2030,projected_current_policy_min,0.55
Macro,Fossil fuel share,% fossil fuels,CA,2030,projected_current_policy_min,0.745
Macro,Fossil fuel share,% fossil fuels,CL,2030,projected_current_policy_min,0.44
Macro,Fossil fuel share,% fossil fuels,CN,2030,projected_current_policy_min,0.847
Macro,Fossil fuel share,% fossil fuels,EU,2030,projected_current_policy_min,0.688
Macro,Fossil fuel share,% fossil fuels,IN,2030,projected_current_policy_min,0.795
Macro,Fossil fuel share,% fossil fuels,ID,2030,projected_current_policy_min,0.72
Macro,Fossil fuel share,% fossil fuels,JP,2030,projected_current_policy_min,0.757
Macro,Fossil fuel share,% fossil fuels,MX,2030,projected_current_policy_min,0.85
Macro,Fossil fuel share,% fossil fuels,RU,2030,projected_current_policy_min,0.88
Macro,Fossil fuel share,% fossil fuels,TR,2030,projected_current_policy_min,0.897
Macro,Fossil fuel share,% fossil fuels,US,2030,projected_current_policy_min,0.8
Macro,Fossil fuel share,% fossil fuels,DE,2030,projected_current_policy_min,0.709
Macro,Fossil fuel share,% fossil fuels,FR,2030,projected_current_policy_min,0.459
Macro,Fossil fuel share,% fossil fuels,IT,2030,projected_current_policy_min,0.751
Macro,Fossil fuel share,% fossil fuels,GB,2030,projected_current_policy_min,0.616
Macro,Coal share,% coal,BR,2030,projected_current_policy_min,0.0511
Macro,Coal share,% coal,CA,2030,projected_current_policy_min,0.0147
Macro,Coal share,% coal,CL,2030,projected_current_policy_min,0.317
Macro,Coal share,% coal,CN,2030,projected_current_policy_min,0.552
Macro,Coal share,% coal,EU,2030,projected_current_policy_min,0.119
Macro,Coal share,% coal,IN,2030,projected_current_policy_min,0.486
Macro,Coal share,% coal,ID,2030,projected_current_policy_min,0.185
Macro,Coal share,% coal,JP,2030,projected_current_policy_min,0.108
Macro,Coal share,% coal,MX,2030,projected_current_policy_min,0.0285
Macro,Coal share,% coal,RU,2030,projected_current_policy_min,0.151
Macro,Coal share,% coal,TR,2030,projected_current_policy_min,0.282
Macro,Coal share,% coal,US,2030,projected_current_policy_min,0.154
Macro,Coal share,% coal,DE,2030,projected_current_policy_min,0.205
Macro,Coal share,% coal,FR,2030,projected_current_policy_min,0.0212
Macro,Coal share,% coal,IT,2030,projected_current_policy_min,0.0649
Macro,Coal share,% coal,GB,2030,projected_current_policy_min,0.0282
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2030,projected_current_policy_min,496
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,GB,2030,projected_current_policy_min,318
Oil and Gas,Oil and Gas activity,Mtoe,CA,2030,projected_current_policy_min,469
Oil and Gas,Oil and Gas activity,Mtoe,CN,2030,projected_current_policy_min,425
Oil and Gas,Oil and Gas activity,Mtoe,ID,2030,projected_current_policy_min,117
Oil and Gas,Oil and Gas activity,Mtoe,MX,2030,projected_current_policy_min,134
Oil and Gas,Oil and Gas activity,Mtoe,KR,2030,projected_current_policy_min,0.957
Oil and Gas,Oil and Gas activity,Mtoe,US,2030,projected_current_policy_min,1490
Oil and Gas,Oil and Gas activity,Mtoe,GB,2030,projected_current_policy_min,49
Transport: Aviation,Aviation biofuel intensity,% biofuels/elec.,DE,2030,projected_current_policy_min,0.21
Transport: Aviation,Aviation biofuel intensity,% biofuels/elec.,GB,2030,projected_current_policy_min,0.01
Transport: Aviation,Aviation activity,pkm / cap,AU,2030,projected_current_policy_min,2670
Transport: Aviation,Aviation activity,pkm / cap,CA,2030,projected_current_policy_min,5180
Transport: Aviation,Aviation activity,pkm / cap,CN,2030,projected_current_policy_min,1230
Transport: Aviation,Aviation activity,pkm / cap,EU,2030,projected_current_policy_min,4350
Transport: Aviation,Aviation activity,pkm / cap,IN,2030,projected_current_policy_min,429
Transport: Aviation,Aviation activity,pkm / cap,JP,2030,projected_current_policy_min,2060
Transport: Aviation,Aviation activity,pkm / cap,MX,2030,projected_current_policy_min,2080
Transport: Aviation,Aviation activity,pkm / cap,RU,2030,projected_current_policy_min,3340
Transport: Aviation,Aviation activity,pkm / cap,KR,2030,projected_current_policy_min,2540
Transport: Aviation,Aviation activity,pkm / cap,US,2030,projected_current_policy_min,6800
Transport: Aviation,Aviation activity,pkm / cap,DE,2030,projected_current_policy_min,4190
Transport: Aviation,Aviation activity,pkm / cap,FR,2030,projected_current_policy_min,1650
Transport: Aviation,Aviation activity,pkm / cap,IT,2030,projected_current_policy_min,1170
Transport: Aviation,Aviation activity,pkm / cap,GB,2030,projected_current_policy_min,13020
Transport: Road,Modal split,% private cars and motorcycles,AU,2030,projected_current_policy_min,0.778
Transport: Road,Modal split,% private cars and motorcycles,BR,2030,projected_current_policy_min,0.734
Transport: Road,Modal split,% private cars and motorcycles,CA,2030,projected_current_policy_min,0.905
Transport: Road,Modal split,% private cars and motorcycles,CN,2030,projected_current_policy_min,0.675
Transport: Road,Modal split,% private cars and motorcycles,EU,2030,projected_current_policy_min,0.801
Transport: Road,Modal split,% private cars and motorcycles,IN,2030,projected_current_policy_min,0.272
Transport: Road,Modal split,% private cars and motorcycles,JP,2030,projected_current_policy_min,0.621
Transport: Road,Modal split,% private cars and motorcycles,MX,2030,projected_current_policy_min,0.819
Transport: Road,Modal split,% private cars and motorcycles,RU,2030,projected_current_policy_min,0.594
Transport: Road,Modal split,% private cars and motorcycles,KR,2030,projected_current_policy_min,0.529
Transport: Road,Modal split,% private cars and motorcycles,TR,2030,projected_current_policy_min,0.865
Transport: Road,Modal split,% private cars and motorcycles,US,2030,projected_current_policy_min,0.857
Transport: Road,Modal split,% private cars and motorcycles,DE,2030,projected_current_policy_min,0.834
Transport: Road,Modal split,% private cars and motorcycles,FR,2030,projected_current_policy_min,0.752
Transport: Road,Modal split,% private cars and motorcycles,IT,2030,projected_current_policy_min,0.758
Transport: Road,Modal split,% private cars and motorcycles,GB,2030,projected_current_policy_min,0.848
Transport: Road,Road transport emissions intensity,kg CO2 / vkm,AU,2030,projected_current_policy_min,0.244
